D_R,con1,edo,muni,loca,ageb,hr_ini1,min_ini1,hr_ter1,min_ter1,dura1,resul1,hr_ini2,min_ini2,hr_ter2,min_ter2,dura2,resul2,hr_ini3,min_ini3,hr_ter3,min_ter3,dura3,resul3,hr_ini4,min_ini4,hr_ter4,min_ter4,dura4,resul4,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p3_7,p3_8,p3_9,p3_10,p4_1,p4_2,p4_3,p5_1,p5_2,p5_3,p5_4,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_7,p7_1,p7_2,p7_3,p7_4,p7_5,p7_6,p7_7,p7_8,p7_9,p7_10,p8,p8_2,p9,p9_1,p9_2,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p10_13,p10_14,p10_15,p11,p11a_1,p12,p12a_1,p13,p13a_1,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p16,p16_1,p16_2,p16_3,p17,p18,p19_1,p19_2,p19_3,p20_1,p20_2,p20_3,p20_1a_1,p20_2a_1,p20_3a_1,p21,p21_1,p21_2,p21_3,p22,p23,p24,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p27,p27a_1,p28,p29,p29a,p30,p30aa_1,p31,p32_1,p32_2,p32_3,p33,p34,p35_1,p35_2,p35_3,p35_4,p36,p37,p38,p39,p40,p41,p41aa_1,p42,p43_1,p43_2,p43_3,p43_4,p43_5,p43_6,p44,p45,p46,p47,p48,p49_1,p49_2,p49_3,p49_4,p49_5,p50_1,p50_2,p50_3,p50_4,p50_5,p50_6,p50_7,p50_8,p51,p52,p53,p54,p55,p56_1,p56_2,p56_3,p56_4,p56_5,p57,p57a_1,p58,p59,p60_1,p60_2,p60_3,p60_4,p61,p62_1,p62_2,p62_3,p62_4,p62_5,p63_1,p63_2,p63_3,p63_4,p63_5,p64,p65,p66,p67_1,p67_2,p67_3,p67_4,p67_5,p68otra,p68,p68_1,p69a,p69b,p69ba,p70,p71,p71_1_1,p71_1_2,p71_1_3,p72,p73_1,p73_2,p73_3,p73_4,sd1,sd2,sd3,sd4,sd4a,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,obser,sexo,edad_1,escol,cond_act,est_civil,ing_ind,ing_fam,total2,Region,Estrato,Tam_loc,Pondi2,Pondi_v
 ,1113,15,37,18,044-A,8,5,8,40,35,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,2,3,3,2,3,2,3,3,pobreza,delincuencia,desempleo,3,3,3,3,2,1,2,2,1,2,3,3,3,3,2,2,3,2,2,3,3,pobreza,1,3,-1,-1,7,8,8,7,6,6,6,5,5,7,7,6,6,7,7,"narcotráfico, delincuencia, muertes",5,discriminación,6,17,30,12,2,1,2,2,1,2,2,2,-1,-1,-1,2,2,2,7,10,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,2,2,2,1,2,3,3,13,4,3,97,97,97,97,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,97,97,3,3,3,3,2,2,2,2,1,2,1,1,3,2,2,3,2,2,1,3,2,3,2,3,3,4,2,23,11,2,2,1,2,3,3,25,2,2,3,4,4,4,4,2,1,1,1,1,1,4,5,4,4,4,2,2,2,2,3,3,2,2,2,2,-1,15,TLALNEPANTLA,TLALNEPANTLA,3,2,-1,-1,-1,1,2,2,2,2,1,41,1,3,6,-1,2,1,1,7,2,3,3,2000,2,4000,2, ,1,4,2,1,1,2,3,1,2,23,3,34402,14573
 ,1114,9,5,1,017-3,17,6,17,38,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,3,2,1,3,2,4,4,pobreza,salud,trabajo,1,1,1,1,1,3,1,3,3,3,3,1,2,1,2,3,3,2,3,2,3,discriminación,7,3,-1,-1,5,6,6,6,6,5,6,5,99,6,5,6,6,6,6,el sueño americano,4,migrante,7,33,13,18,1,3,8,2,1,1,3,2,-1,-1,-1,1,4,1,2,6,23,22,35,4,5,5,2,-1,-1,-1,2,-1,-1,3,1,1,1,2,1,1,13,4,1,97,97,97,97,1,2,2,1,4,2,1,1,1,1,2,3,4,2,9,97,97,3,3,2,1,3,3,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,8,1,4,1,99,98,8,1,1,1,1,5,15,5,1,4,2,2,2,2,1,2,1,1,1,1,-1,3,5,3,2,1,2,2,2,3,1,2,3,2,2,-1,15,TLALNEPANTLA,TLALNEPANTLA,5,2,-1,-1,-1,5,2,1,2,2,2,67,1,3,6,-1,2,4,8,-1,-1,-1,-1,-1,-1,3000,2, ,2,7,2,2,2,-1,3,1,2,21,1,245117,59841
 ,1115,9,10,1,172-0,9,36,10,15,39,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,3,3,4,4,4,1,4,2,4,2,pobreza,inseguridad, ,2,2,2,2,2,1,1,3,3,3,3,3,3,1,2,2,3,2,2,2,3,necesitado,1,1,27,13,6,8,7,10,7,7,7,7,7,8,8,7,7,7,8,Tijuana,2,playas,1,29,2,99,3,3,1,2,2,2,2,2,-1,-1,-1,2,4,1,4,10,14,19,34,2,7,7,2,-1,-1,-1,2,-1,-1,2,2,1,1,1,3,3,13,4,1,98,98,explotación,3,1,2,2,1,5,2,1,1,1,1,2,1,2,1,2,97,97,3,1,2,5,3,2,1,2,2,2,1,2,1,9,1,1,8,1,8,1,1,1,1,1,1,4,3,16,11,3,1,1,1,1,3,12,2,1,3,5,4,5,5,2,2,1,1,2,1,-1,5,0,-1,0,2,3,4,2,2,3,2,3,2,2,-1,15,TOLUCA,TOLUCA,5,2,-1,-1,-1,5,1,1,1,1,2,66,1,3,6,-1,2,4,8,-1,-1,-1,-1,-1,-1,988888,2, ,2,7,2,2,2,-1,988888,1,2,21,1,312345,79183
 ,1116,15,37,18,044-A,8,46,9,16,30,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,6,3,2,4,4,4,3,4,3,4,3,muerte,pobreza,abandono,3,3,3,3,1,3,2,3,3,3,3,1,1,1,2,1,2,1,1,1,2,maltrato,7,3,-1,-1,5,6,5,4,7,6,6,6,7,7,8,8,7,7,7,"muerte, violencia",6,robos,5,22,13,12,1,2,1,1,1,1,1,2,-1,-1,-1,3,4,1,10,2,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,2,1,1,1,8,3,2,25,7,1,97,97,97,97,2,2,2,2,1,2,1,1,1,1,1,1,2,1,3,97,97,3,2,2,3,3,4,4,2,2,1,3,2,2,4,2,2,4,1,1,2,2,2,3,2,2,1,3,23,11,3,1,1,1,2,2,15,5,1,1,4,5,5,5,1,2,1,1,1,1,-1,5,4,4,3,1,2,4,2,1,3,3,3,2,2,-1,15,TOLUCA,TOLUCA,2,2,-1,-1,-1,4,2,2,2,2,2,28,1,3,6,-1,2,5,8,-1,-1,-1,-1,-1,-1,5000,2, ,2,3,2,2,1,-1,4,1,2,23,3,48362,14573
 ,1117,30,44,1,005-9,18,19,18,59,40,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,4,2,3,2,3,4,2,2,3,3,oportunidad,trabajo, ,3,3,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,98,98,3,-1,-1,6,7,6,8,6,8,8,7,6,6,8,7,7,7,7,pobreza necesidad tristeza,9,98,98,15,19,33,2,2,2,2,2,2,2,2,-1,-1,-1,2,2,1,4,5,13,29,-1,3,6,-1,2,-1,-1,-1,2,-1,-1,3,2,2,2,1,3,2,13,4,1,mejora la economía,14,97,97,3,1,1,1,3,2,2,3,3,3,2,2,3,2,2,98,98,3,2,2,3,3,3,2,2,1,2,3,1,8,8,8,8,8,2,1,1,2,1,2,3,1,2,2,98,98,3,2,2,3,2,2,98,98,2,3,3,3,2,3,1,2,2,2,2,2,-1,-1,-1,-1,-1,2,1,9,2,2,2,2,2,2,2,-1,13,TULA,TULA,2,2,-1,-1,-1,4,9,9,9,9,1,40,1,3,6,-1,1,2,1,99,99,2,2,2000,2,999999,99, ,1,4,2,1,2,2,999999,1,4,41,1,11748,6747
 ,1118,30,112,8,999-9,8,1,8,41,40,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,2,4,4,4,3,4,4,4,4,violencia,niños,mujeres,3,3,3,3,1,3,1,3,3,3,3,1,1,1,2,1,2,1,1,1,2,trabajo,3,2,98,13,8,8,8,8,8,8,98,98,98,98,98,98,8,98,98,muerte,6,Guatemala,3,999,99,11,1,1,1,2,1,1,1,2,-1,-1,-1,2,4,1,4,10,19,16,-1,7,3,-1,2,-1,-1,-1,2,-1,-1,3,2,2,1,3,3,3,22,6,1,más dinero,11,que está lejos de su familia,1,1,2,1,1,8,2,1,1,1,1,2,3,3,1,8,inseguridad,2,2,2,1,4,2,2,3,2,3,8,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,98,11,3,1,1,1,1,1,98,98,1,1,5,8,4,8,1,2,2,2,2,2,-1,-1,-1,-1,-1,9,4,4,1,1,3,3,3,2,2,-1,30,VERACRUZ NAOLENCO,NAOLINCO,1,2,-1,-1,-1,5,2,2,2,2,1,39,1,3,6,-1,2,5,1,6,1,4,2,500,1,2000,1, ,1,4,2,1,1,2,2,1,4,44,4,110051,66616
 ,1119,30,112,8,999-9,7,49,8,30,41,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,3,3,8,3,9,1,4,8,4,4,falta de trabajo,de organización social,inseguridad,3,2,3,3,1,2,1,3,2,3,3,2,1,1,1,3,2,2,2,2,2,falta de oportunidad,3,3,-1,-1,98,5,5,5,5,98,98,98,98,98,98,98,98,98,98,mejor economía,4,discriminación,6,31,8,11,1,1,3,2,1,1,2,2,-1,-1,-1,1,4,1,4,8,98,-1,-1,98,-1,-1,2,-1,-1,-1,1,-1,-1,1,2,1,1,1,2,8,26,1,1,las remesas económicas,11,se alejan de la familia,1,2,2,2,1,3,2,1,1,1,1,2,3,3,1,2,97,97,2,3,5,5,1,5,1,2,1,2,1,1,1,3,1,2,1,1,1,8,1,1,1,1,1,3,3,23,11,8,3,3,2,2,1,12,2,1,3,5,5,5,5,2,2,2,1,1,1,-1,-1,8,8,6,2,3,4,3,2,1,1,1,2,2,-1,30,VERACRUZ NAOLINCO,NAOLINCO,5,2,-1,-1,-1,5,2,2,2,2,1,41,1,3,6,-1,2,5,6,-1,-1,-1,-1,-1,-1,999999,99, ,1,4,2,2,1,-1,999999,1,4,44,4,110051,66616
 ,1120,30,112,8,999-9,8,35,9,14,39,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,3,3,3,2,2,3,3,2,3,3,quien busca un futuro,pobreza, ,3,3,3,3,2,2,3,2,1,1,3,2,2,2,3,3,3,3,2,2,3,pobres,1,3,-1,-1,7,3,9,8,8,8,5,8,98,5,8,8,7,98,9,la migra,8,paso libre,7,19,9,12,1,1,1,1,1,1,1,2,-1,-1,-1,1,4,2,9,7,13,16,36,3,3,1,2,-1,-1,-1,2,-1,-1,3,1,1,1,3,3,2,22,6,1,97,97,97,97,1,2,1,1,2,2,2,2,2,2,1,1,2,4,3,97,97,3,2,2,4,2,3,3,2,2,2,2,2,1,3,1,1,3,2,2,2,2,2,2,2,2,3,2,98,98,3,2,2,1,2,3,18,1,3,4,3,3,3,3,5,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,9,3,3,1,1,1,2,2,-1,30,VERACRUZ NAULENCO,NAOLINCO,0,2,-1,-1,-1,5,2,2,2,2,1,18,1,3,6,-1,2,5,1,6,1,3,2,600,1,4500,2, ,1,2,2,1,1,2,4,1,4,44,4,296053,66616
 ,1121,15,37,18,044-A,10,34,11,10,36,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,3,3,2,2,3,2,2,3,3,migración,desempleo,corrupción,2,2,1,1,1,2,1,2,3,2,2,1,2,2,1,2,3,2,2,3,3,corrupción,7,3,-1,-1,7,8,7,8,6,6,6,7,0,8,7,6,6,6,6,"delincuencia, migración",5,delincuencia,5,12,15,47,1,2,1,2,3,2,3,2,-1,-1,-1,1,1,2,6,11,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,1,1,1,1,1,1,1,13,4,1,su gente trabajadora manda dinero,11,97,97,1,9,2,2,1,2,1,2,1,3,2,1,2,1,2,97,97,2,1,1,1,2,2,2,2,1,2,1,2,2,3,2,4,4,2,2,1,2,2,3,2,2,4,2,23,98,2,1,1,2,2,3,11,3,3,2,4,4,4,4,1,2,1,1,1,1,-1,8,9,7,6,2,1,4,3,2,2,3,3,2,2,-1,30,XALAPA,XALAPA,2,2,-1,-1,-1,1,2,2,2,2,1,39,1,3,6,-1,2,5,1,7,2,3,2,1800,1,7200,2, ,1,4,2,1,1,2,5,1,2,23,3,34402,14573
 ,1122,15,99,1,024-5,10,36,11,25,49,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,6,3,3,3,4,3,2,3,3,3,3,sala de su lugar, , ,3,2,2,3,3,2,2,2,2,2,2,3,3,2,3,3,3,1,2,2,2,no tiene papeles,10,3,-1,-1,7,98,98,98,98,98,98,98,98,98,98,98,98,98,98,frontera,1,99,99,19,9,98,3,3,1,2,1,1,1,2,-1,-1,-1,3,3,2,8,6,99,-1,-1,99,-1,-1,2,-1,-1,-1,2,-1,-1,4,3,3,2,2,2,2,30,3,2,mejorar nivel de vida,12,desintegración familiar,1,1,2,2,1,5,2,4,4,4,4,2,3,2,2,1,98,98,3,1,1,3,2,2,2,2,8,2,3,2,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,98,98,3,3,3,3,3,3,23,6,3,2,3,3,3,3,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,-1,9,XOCHIMILCO,XOCHIMILCO,2,2,-1,-1,-1,5,2,2,2,2,2,50,1,3,6,-1,2,5,8,-1,-1,-1,-1,-1,-1,5000,2, ,2,5,2,2,1,-1,4,1,2,21,1,12530,4068
 ,1123,16,108,1,076-8,21,30,21,52,22,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,2,2,2,1,2,98, , ,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,98,98,3,-1,-1,7,8,8,7,8,8,8,8,8,8,7,7,8,8,7,dinero,4,pobreza,9,999,99,99,2,2,2,2,2,2,2,2,-1,-1,-1,2,2,4,2,6,19,-1,-1,7,-1,-1,2,-1,-1,-1,2,-1,-1,2,2,1,2,2,2,2,13,4,2,97,97,que se va su gente,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,98,3,3,3,3,3,3,3,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,98,98,1,1,1,1,1,1,18,1,1,2,3,3,3,3,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,1,2,2,3,3,2,2,-1,16,ZAMORA,ZAMORA,3,2,-1,-1,-1,5,1,1,1,1,2,50,1,3,6,-1,2,5,8,-1,-1,-1,-1,-1,-1,9000,3, ,2,5,2,2,1,-1,6,1,1,11,1,9742,5436
 ,1124,15,37,18,044-A,9,52,10,30,38,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,2,1,4,2,4,3,3,2,4,2,porvenir,superación, ,2,1,8,2,1,2,3,2,3,1,3,1,3,1,2,2,3,2,2,2,2,drogadicción,7,2,98,13,7,6,6,4,5,5,4,2,2,3,2,3,1,2,2,98,98,vagancia,6,998,98,11,1,2,1,1,1,1,2,8,-1,-1,-1,2,2,1,4,9,11,-1,-1,1,-1,-1,1,99,2,-1,1,1,4,2,1,1,1,2,3,1,11,1,1,económicamente,14,que muchas veces los beneficios no los aprovechan los hijos,1,1,2,2,2,1,1,1,1,1,1,8,2,1,2,2,97,97,3,2,3,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,3,2,21,99,2,1,1,1,1,1,98,98,1,1,1,1,1,1,2,9,9,9,9,9,-1,-1,-1,-1,-1,1,1,3,3,2,2,1,2,2,2,-1,15,HUIXQUILUCAN,HUIXQUILUCAN,1,1,99,-1,-1,2,1,2,2,2,1,45,1,3,6,-1,2,2,1,4,4,2,1,999999,99,999999,99, ,1,5,2,1,2,999999,999999,1,2,23,3,28838,14573
 ,1125,15,60,1,077-2,9,5,9,45,40,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,3,4,3,3,3,3,3,3,4,3,98, , ,3,3,2,2,1,3,1,3,3,3,3,1,1,1,8,3,1,1,1,1,1,98,98,3,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99,99,98,98,999,99,11,2,2,1,1,1,1,1,2,-1,-1,-1,1,2,1,2,-1,29,-1,-1,6,-1,-1,1,11,2,-1,1,2,1,4,1,3,1,1,3,3,24,1,1,mejorar economía,14,la inseguridad,6,1,2,2,2,9,2,1,1,1,1,2,3,3,1,2,discriminación,3,2,8,1,4,1,1,5,2,2,1,3,2,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,17,98,2,1,1,1,1,1,47,6,1,3,4,4,4,4,1,2,1,1,2,1,-1,8,8,-1,7,2,9,9,3,1,1,2,3,2,2,-1,15,99,NC,3,2,-1,-1,-1,5,1,2,1,2,2,38,1,3,6,-1,2,5,1,4,4,7,1,988888,98,4500,2, ,2,4,2,1,1,988888,4,1,2,21,1,7854,5190
 ,1126,24,28,1,221-5,17,26,17,53,27,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,4,4,4,3,3,3,4,2,mojado,ilegal,desprotegido,2,2,2,2,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,persona con problemas,7,3,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,99,99,limitación,1,16,12,98,1,1,1,2,1,1,1,2,-1,-1,-1,1,3,4,8,6,43,11,18,3,1,1,1,99,2,-1,1,2,2,2,3,3,3,3,3,3,21,5,1,98,98,98,98,1,2,2,1,1,2,2,1,1,2,3,1,3,1,1,97,97,2,1,4,4,3,4,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,4,1,98,11,3,1,1,1,1,4,34,3,1,1,3,3,3,3,2,2,1,1,2,2,-1,7,7,-1,-1,1,1,3,2,2,2,2,2,2,2,-1,16,HUETAMO,HUETAMO,2,2,-1,-1,-1,1,1,2,1,1,2,49,1,3,6,-1,2,3,1,2,4,3,2,700,1,4500,2, ,2,5,2,1,2,2,4,1,1,11,1,88948,49456
 ,1127,11,36,1,003-5,19,42,20,28,46,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,3,4,4,4,4,4,3,2,1,sufrimiento,falta de trabajo, ,1,1,1,1,1,3,1,3,3,3,3,1,1,8,8,2,3,3,3,3,3,98,98,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99,99,99,99,999,99,99,1,1,1,1,1,1,3,2,-1,-1,-1,1,2,12,1,-1,11,-1,-1,1,-1,-1,1,11,1,2,2,2,1,1,1,1,1,1,1,1,17,6,1,98,98,98,98,1,2,1,1,4,2,1,1,1,1,1,3,3,2,2,98,98,2,2,1,2,1,1,2,2,2,3,1,2,8,8,8,8,8,1,1,1,1,1,1,1,1,2,3,18,11,2,1,1,1,1,5,12,2,1,4,8,8,4,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,8,3,1,1,1,1,2,2,-1,11,SANTIAGO MARAVATIO,SANTIAGO MARAVATIO,4,2,-1,-1,-1,5,1,2,2,2,2,50,1,3,6,-1,2,2,1,4,4,2,2,1000,1,4000,2, ,2,5,2,1,2,2,3,1,1,13,3,54698,21984
 ,1128,25,12,304,126-4,8,55,9,30,35,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,personas,policía,carretera,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,con cruzar al otro lado,5,2,99,13,8,8,9,8,9,9,8,9,8,8,8,9,8,9,9,al norte de México,2,al sur de México,2,48,31,11,1,1,1,1,1,1,1,2,-1,-1,-1,1,2,1,2,3,35,23,-1,5,4,-1,1,11,1,2,1,2,2,2,1,1,1,1,1,1,98,98,2,99,99,99,99,2,1,1,1,1,1,1,1,1,1,9,9,9,9,9,99,99,8,1,1,1,1,1,1,2,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,26,11,1,1,1,1,1,1,25,2,1,3,1,1,1,1,1,9,9,9,9,9,-1,-1,-1,-1,-1,1,1,2,1,1,1,1,1,2,2,-1,25,SINALOA AHOME,AHOME,8,9,-1,-1,-1,3,2,2,2,2,2,66,1,3,6,-1,2,4,9,-1,-1,-1,-1,-1,-1,6000,2, ,2,7,2,2,2,-1,4,1,3,33,3,46120,13011
 ,1129,1,5,1,049-7,11,2,11,52,50,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,4,3,3,2,4,3,2,2,mojado, , ,4,4,4,4,1,3,2,3,3,3,3,1,1,1,2,1,2,1,1,1,2,mojado,9,3,-1,-1,9,7,9,9,9,9,7,9,9,7,9,9,9,7,9,peligro,6,mas peligro,5,19,9,14,1,1,8,3,1,1,2,2,-1,-1,-1,1,3,1,4,2,12,-1,-1,2,-1,-1,1,11,1,3,2,3,2,2,3,1,1,3,3,3,13,4,1,el dinero,11,dejan solas a sus esposas,1,2,9,1,1,4,2,1,1,1,1,1,3,2,1,3,la delincuencia,2,2,1,4,4,1,4,5,2,3,1,3,2,3,4,2,3,3,3,3,3,2,2,3,2,3,2,3,20,17,1,1,1,1,1,1,15,5,1,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,1,2,4,1,1,1,2,3,2,2,-1,1,AGUASCALIENTES,AGUASCALIENTES,4,2,-1,-1,-1,5,1,1,2,2,2,58,1,3,6,-1,2,5,8,-1,-1,-1,-1,-1,-1,5000,2, ,2,6,2,2,1,-1,4,1,1,12,2,55607,12383
 ,1130,17,7,1,098-6,10,8,10,40,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,3,3,2,3,3,3,3,3,3,2,ir de un pueblo a otro, , ,3,3,3,3,1,3,1,3,3,2,2,3,2,1,3,1,8,1,2,2,3,pobreza extrema,1,3,-1,-1,0,7,98,98,98,7,98,9,98,98,98,98,98,98,98,muro,1,Belice,3,999,99,99,3,3,3,3,3,3,3,2,-1,-1,-1,2,4,1,4,9,16,-1,-1,3,-1,-1,1,11,2,-1,1,3,3,3,1,3,2,3,3,2,18,2,1,crecimiento económico,14,97,97,1,2,2,1,1,2,4,1,1,1,3,1,1,1,1,la violencia e inseguridad que vive el país,2,3,1,2,2,1,5,2,2,8,2,2,2,1,3,1,2,2,2,2,2,2,2,3,2,3,3,3,98,17,3,4,1,1,1,5,15,5,1,4,5,8,5,5,1,2,2,2,2,1,-1,-1,-1,-1,0,2,1,4,3,1,1,2,3,1,1,13,17,CUERNAVACA,CUERNAVACA,2,2,-1,-1,-1,5,1,2,2,2,1,31,1,3,6,-1,2,5,1,5,5,3,3,4500,3,4500,2, ,1,3,2,1,1,4,4,1,1,11,1,43777,16077
 ,1131,23,4,1,051-3,13,48,14,10,22,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,1,3,3,4,2,4,3,4,2,99, , ,3,3,4,3,2,3,3,3,3,3,3,1,1,1,1,1,3,1,1,1,3,no permitido,6,3,-1,-1,8,7,5,5,6,7,7,6,5,4,8,8,7,7,7,98,98,98,98,48,31,98,1,1,3,3,1,1,3,2,-1,-1,-1,1,4,1,4,9,29,35,-1,6,5,-1,2,-1,-1,-1,1,3,2,1,1,1,2,3,3,3,12,2,1,dinero,11,no tiene trabajo,3,1,2,1,1,6,2,4,1,1,1,3,2,8,1,1,98,98,3,1,3,5,3,4,3,2,1,4,2,2,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,25,99,2,2,2,2,1,3,20,2,1,3,3,2,2,3,2,2,2,1,2,1,-1,-1,5,-1,6,1,3,9,2,1,1,2,3,2,2,-1,23,CHETUMAL,CHETUMAL,3,2,-1,-1,-1,5,2,2,2,2,2,36,1,3,6,-1,2,4,1,5,5,2,1,100,1,2000,1, ,2,4,2,1,2,2,2,1,4,41,1,25898,7798
 ,1132,21,19,1,039-6,8,42,9,15,33,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,2,3,2,2,3,2,3,2,3,2,98, , ,9,4,3,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,explotación,7,2,12,-1,7,7,5,6,7,5,7,7,6,1,7,8,7,98,98,vandalismo,5,vandalismo,5,999,99,11,1,1,1,1,1,1,1,2,-1,-1,-1,3,8,1,2,-1,16,11,12,3,1,2,1,11,1,8,2,3,1,8,1,1,2,1,2,1,14,1,2,98,98,98,98,4,2,1,1,6,2,1,1,1,1,3,1,3,2,3,inseguridad,2,3,2,3,4,3,4,4,2,1,2,4,2,3,3,3,2,3,2,2,3,2,2,1,1,2,3,2,23,13,3,2,1,2,2,3,15,5,1,1,3,3,3,3,1,1,2,1,1,1,5,-1,5,7,5,1,1,3,1,1,2,1,3,2,2,-1,21,CHIGNAGUAPAN,CHIGNAHUAPAN,6,2,-1,-1,-1,5,1,2,2,2,1,52,1,3,6,-1,2,4,1,6,1,3,2,1200,1,4800,2, ,1,5,2,1,2,2,4,1,1,12,2,98178,48024
 ,1133,15,42,16,040-1,12,37,13,9,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,3,2,3,4,3,4,4,4,3,gente que se va al otro lado por oportunidades de trabajo, , ,2,2,2,2,2,3,1,3,1,1,3,3,3,2,3,3,3,1,3,3,3,persona que se va al otro lado sin papeles,10,1,18,11,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,límite del país,1,límite del país,1,999,99,11,2,3,1,3,1,1,1,2,-1,-1,-1,1,4,1,3,2,14,13,-1,2,3,-1,1,11,2,-1,2,3,2,3,3,3,1,2,3,3,18,2,1,97,99,que los matan,6,1,2,2,2,5,2,1,1,1,1,2,1,3,1,1,98,98,3,5,1,3,2,5,1,2,1,3,3,2,3,3,3,3,3,1,1,1,2,2,1,1,1,4,3,98,98,2,5,5,5,5,5,98,98,1,1,3,3,3,3,1,9,1,9,9,9,-1,8,-1,-1,-1,1,3,4,1,1,1,1,1,2,2,-1,15,EDO.DE MEXICO,ESTADO DE MEXICO,9,2,-1,-1,-1,5,2,2,2,2,1,69,1,3,6,-1,2,5,1,4,4,1,1,80,1,2000,1, ,1,7,2,1,1,2,2,1,2,23,3,33146,9023
