D_R,con1,edo,muni,loca,ageb,hr_ini1,min_ini1,hr_ter1,min_ter1,dura1,resul1,hr_ini2,min_ini2,hr_ter2,min_ter2,dura2,resul2,hr_ini3,min_ini3,hr_ter3,min_ter3,dura3,resul3,hr_ini4,min_ini4,hr_ter4,min_ter4,dura4,resul4,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p3_7,p3_8,p3_9,p3_10,p4_1,p4_2,p4_3,p5_1,p5_2,p5_3,p5_4,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_7,p7_1,p7_2,p7_3,p7_4,p7_5,p7_6,p7_7,p7_8,p7_9,p7_10,p8,p8_2,p9,p9_1,p9_2,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p10_13,p10_14,p10_15,p11,p11a_1,p12,p12a_1,p13,p13a_1,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p16,p16_1,p16_2,p16_3,p17,p18,p19_1,p19_2,p19_3,p20_1,p20_2,p20_3,p20_1a_1,p20_2a_1,p20_3a_1,p21,p21_1,p21_2,p21_3,p22,p23,p24,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p27,p27a_1,p28,p29,p29a,p30,p30aa_1,p31,p32_1,p32_2,p32_3,p33,p34,p35_1,p35_2,p35_3,p35_4,p36,p37,p38,p39,p40,p41,p41aa_1,p42,p43_1,p43_2,p43_3,p43_4,p43_5,p43_6,p44,p45,p46,p47,p48,p49_1,p49_2,p49_3,p49_4,p49_5,p50_1,p50_2,p50_3,p50_4,p50_5,p50_6,p50_7,p50_8,p51,p52,p53,p54,p55,p56_1,p56_2,p56_3,p56_4,p56_5,p57,p57a_1,p58,p59,p60_1,p60_2,p60_3,p60_4,p61,p62_1,p62_2,p62_3,p62_4,p62_5,p63_1,p63_2,p63_3,p63_4,p63_5,p64,p65,p66,p67_1,p67_2,p67_3,p67_4,p67_5,p68otra,p68,p68_1,p69a,p69b,p69ba,p70,p71,p71_1_1,p71_1_2,p71_1_3,p72,p73_1,p73_2,p73_3,p73_4,sd1,sd2,sd3,sd4,sd4a,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,obser,sexo,edad_1,escol,cond_act,est_civil,ing_ind,ing_fam,total2,Region,Estrato,Tam_loc,Pondi2,Pondi_v
 ,1093,19,39,1,386-0,12,7,12,44,37,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,3,3,3,1,4,3,2,3,mexicano,hondureño,guatemalteco,2,2,2,2,1,3,3,3,3,3,3,1,8,8,3,8,8,1,3,8,8,policía,6,3,-1,-1,9,8,9,9,10,10,7,8,8,8,9,9,9,7,9,cd Juárez,2,insegura,5,34,21,15,2,1,1,1,1,1,8,2,-1,-1,-1,2,4,1,2,4,23,44,11,4,4,1,2,-1,-1,-1,2,-1,-1,2,3,3,3,3,8,2,13,4,1,que baja la sobrepoblación,13,que van a generar dinero a otra parte,1,2,2,2,1,5,2,1,1,1,1,3,3,2,1,3,falta de oportunidades para trabajar,1,4,4,2,2,4,2,2,2,1,2,4,1,1,3,2,3,3,3,3,3,3,2,3,2,3,2,3,21,11,1,1,2,1,2,4,47,6,3,1,4,4,4,3,2,1,1,1,1,1,8,8,6,6,9,2,2,4,3,1,1,1,1,2,2,-1,19,MONTERREY,MONTERREY,5,2,-1,-1,-1,5,1,2,2,2,2,63,1,3,6,-1,2,5,8,-1,-1,-1,-1,-1,-1,5000,2, ,2,6,2,2,1,-1,4,1,3,31,1,270630,42995
 ,1094,16,53,31,999-9,10,25,10,58,33,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,4,4,4,4,4,4,3,3,3,98, , ,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,98,98,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999,99,11,1,1,1,3,1,1,3,2,-1,-1,-1,1,4,1,8,9,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,3,3,3,3,3,3,3,22,6,1,dinero,11,97,97,1,2,2,1,6,2,1,1,1,1,2,1,1,2,1,97,97,2,1,4,4,1,4,1,2,3,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,3,2,98,98,1,1,1,1,1,1,98,98,1,1,8,8,8,8,1,2,2,2,2,2,-1,-1,-1,-1,-1,8,8,8,2,3,3,3,8,2,2,-1,16,MORELIA,MORELIA,4,2,-1,-1,-1,5,2,2,2,2,2,35,1,3,6,-1,2,4,1,4,5,2,1,1600,1,1600,1, ,2,4,2,1,2,2,2,1,1,14,4,106030,36802
 ,1095,7,34,1,010-4,20,40,21,11,31,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,3,3,3,2,3,2,3,3,3,gente buena,gente buscando oportunidades,gente sufriendo,2,2,3,3,1,1,3,3,2,2,1,1,1,1,1,2,2,1,1,2,2,alguien que no tiene papeles,10,3,-1,-1,2,4,2,2,3,4,4,2,2,4,4,2,2,2,2,obstáculo en otro país,1,el rio Suchiate,2,999,99,99,1,1,1,1,1,1,1,2,-1,-1,-1,1,4,1,2,7,23,31,26,4,5,4,2,-1,-1,-1,2,-1,-1,2,3,3,1,1,1,1,11,1,2,97,97,que su gente ya no piensa igual de su país,7,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,97,97,2,1,5,5,5,5,5,2,1,1,2,1,2,3,2,3,3,2,2,3,3,1,1,2,2,2,1,21,11,1,1,1,1,1,1,11,3,1,1,5,5,4,4,2,1,1,1,1,1,4,2,2,2,2,1,1,2,1,2,1,2,3,2,2,-1,7,MOTOCINTLA,MOTOZINTLA,2,2,-1,-1,-1,5,2,2,2,2,2,51,1,3,6,-1,2,5,8,-1,-1,-1,-1,-1,-1,1200,1, ,2,5,2,2,1,-1,2,1,4,42,2,20829,29933
 ,1096,7,34,1,011-9,10,51,11,27,36,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,6,3,3,3,3,3,3,3,3,3,3,necesidades,viajar, ,2,2,2,2,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,delincuencia,2,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,bienestar,4,pobreza,9,999,99,99,3,3,3,3,3,3,3,2,-1,-1,-1,2,4,1,3,10,35,31,25,5,5,5,2,-1,-1,-1,2,-1,-1,2,8,8,8,8,8,8,26,1,1,el dinero que mandan a sus familias,11,98,98,1,2,2,1,6,2,1,1,1,1,2,1,2,2,1,desempleo,1,3,2,2,1,1,2,8,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,98,11,2,1,1,1,1,3,15,5,2,1,8,8,8,8,1,2,2,2,2,2,-1,-1,-1,-1,-1,3,1,1,3,3,1,1,1,1,1,18,7,MOTOZINTLA,MOTOZINTLA,2,2,-1,-1,-1,1,2,2,2,2,1,37,1,3,6,-1,2,5,1,4,4,2,4,2000,2,2000,1, ,1,4,2,1,1,2,2,1,4,42,2,20129,29478
 ,1097,19,31,1,080-0,17,4,17,48,44,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,1,1,3,2,3,3,razas,indocumentados,nacionalidad,2,2,2,2,3,3,1,3,3,3,3,1,1,1,2,1,3,1,2,1,3,nacionalidad,13,3,-1,-1,8,7,6,6,7,7,5,5,5,4,7,5,9,2,8,Tijuana,2,Belice,3,999,99,99,3,3,8,3,2,2,2,2,-1,-1,-1,2,4,2,1,7,25,23,29,5,4,6,2,-1,-1,-1,2,-1,-1,3,3,3,8,8,8,8,11,1,1,98,98,98,98,2,1,1,2,1,2,1,1,1,1,1,1,3,1,2,discriminación,3,3,1,3,5,3,5,5,2,3,2,2,2,2,3,3,3,3,3,3,2,3,2,3,2,3,2,2,19,98,1,1,1,1,1,1,19,1,1,3,2,3,5,3,2,2,2,1,1,2,-1,-1,7,8,-1,1,1,1,1,1,1,3,3,2,2,-1,19,NUEVO LEON,NUEVO LEON,1,2,-1,-1,-1,1,2,2,2,2,1,35,1,3,6,-1,2,1,1,7,3,3,2,1500,3,120000,3, ,1,4,2,1,1,2,8,1,3,31,1,16088,6598
 ,1098,19,25,284,039-6,14,10,14,50,40,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,4,4,4,4,3,4,4,4,4,98, , ,8,8,8,8,1,3,3,3,3,3,3,1,1,1,2,3,1,1,2,2,2,98,98,1,98,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,999,99,99,1,2,1,3,1,3,3,2,-1,-1,-1,2,4,1,4,6,11,35,-1,1,5,-1,2,-1,-1,-1,2,-1,-1,1,1,8,1,8,8,8,99,99,9,98,98,98,98,1,2,8,1,8,8,1,1,1,1,2,1,8,8,1,98,99,9,1,1,3,3,3,3,2,8,2,8,8,8,8,8,8,8,2,3,3,2,2,2,2,2,1,1,99,99,3,3,4,3,3,4,98,98,1,3,8,9,9,9,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,8,2,1,1,1,1,2,2,-1,19,NUEVO LEON,NUEVO LEON,3,2,-1,-1,-1,3,2,2,2,2,1,29,1,3,6,-1,2,3,1,7,2,7,3,999999,99,999999,99, ,1,3,2,1,2,999999,999999,1,3,32,2,33859,22131
 ,1099,19,25,284,039-6,10,55,11,35,40,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,1,4,4,4,2,4,4,4,4,98, , ,8,8,8,8,1,3,3,3,3,3,3,1,1,1,2,3,1,1,3,3,3,98,98,3,-1,-1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,es una ciudad que esta al norte de México,2,99,99,20,14,99,3,3,3,3,1,3,3,2,-1,-1,-1,2,4,99,-1,-1,99,-1,-1,99,-1,-1,2,-1,-1,-1,2,-1,-1,2,1,1,1,1,1,1,18,2,1,98,98,98,98,1,2,2,1,8,2,1,1,1,1,2,1,3,2,1,97,97,8,1,1,1,1,1,1,2,1,2,4,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,19,99,8,2,1,2,1,1,98,98,1,1,3,3,3,3,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,1,3,3,1,1,2,2,2,-1,19,NUEVO LEON,NUEVO LEON,1,2,-1,-1,-1,3,1,2,2,2,2,30,1,3,6,-1,2,2,1,7,2,3,2,999999,99,999999,99, ,2,3,2,1,2,999999,999999,1,3,32,2,33491,22131
 ,1100,26,18,334,132-8,16,35,17,19,44,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,3,3,3,3,3,2,3,2,3,99, , ,1,1,1,1,3,3,2,3,2,2,1,1,1,1,1,1,3,1,3,1,1,99,99,3,-1,-1,10,8,98,98,98,9,98,98,99,98,98,98,7,98,98,nogales,2,honduras,3,19,9,11,1,1,1,2,1,1,1,2,-1,-1,-1,1,4,1,6,4,15,-1,-1,2,-1,-1,2,-1,-1,-1,2,-1,-1,1,3,3,1,1,1,3,12,2,1,pues dólares,11,que dejan la familia,1,1,2,1,1,8,1,1,1,1,1,2,3,2,1,1,la delincuencia,2,1,1,4,2,2,2,2,2,2,2,1,2,2,8,8,8,8,2,2,2,2,2,2,3,2,3,1,15,11,2,1,1,1,2,1,98,98,2,9,2,3,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,1,2,1,1,1,1,1,2,2,-1,26,OBREGON,OBREGON,2,2,-1,-1,-1,5,2,2,1,2,2,38,1,3,6,-1,2,1,5,-1,-1,-1,-1,-1,-1,988888,98, ,2,4,2,2,1,-1,988888,1,3,33,3,19359,13365
 ,1101,23,4,1,051-3,12,24,12,46,22,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,3,3,3,2,4,3,4,3,intruso,economía, ,2,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,3,no tener papeles,10,3,-1,-1,7,6,7,7,6,7,6,7,4,4,6,7,5,7,6,límite de México,1,límite,1,999,99,98,8,1,3,3,1,1,3,2,-1,-1,-1,2,4,1,2,8,23,11,25,4,1,5,2,-1,-1,-1,2,-1,-1,3,2,3,1,3,3,2,18,2,1,97,97,que los encierran,5,1,2,1,1,6,2,1,1,1,1,1,3,8,4,3,97,97,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,8,1,1,1,2,2,1,1,1,2,2,98,99,3,2,2,2,1,5,98,98,1,9,3,2,2,3,2,2,2,1,1,1,-1,-1,5,5,5,1,4,3,3,3,1,1,3,2,2,-1,23,OTHON P BLANCO,OTHON P BLANCO,3,2,-1,-1,-1,5,2,2,2,2,2,69,1,3,6,-1,2,5,1,4,5,2,2,300,1,1100,1, ,2,7,2,1,1,2,2,1,4,41,1,168616,7798
 ,1102,15,20,1,016-0,9,4,9,49,45,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,4,4,4,4,4,4,4,4,4,8,98, , ,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,8,8,1,1,1,mexicanos,4,3,-1,-1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,98,98,98,98,34,21,99,3,3,1,1,3,8,3,2,-1,-1,-1,2,4,4,-1,-1,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,8,8,8,1,1,1,8,28,7,1,mejorar sus familias,12,98,98,2,1,1,1,8,2,1,1,1,1,2,3,3,1,1,98,98,2,8,5,5,8,8,5,2,8,2,8,2,8,8,8,8,8,2,2,2,3,2,8,1,3,8,1,98,11,1,1,1,1,1,8,98,98,1,1,3,8,8,8,2,2,2,2,2,1,-1,-1,-1,-1,98,1,1,2,3,1,1,2,3,2,2,-1,21,PUEBLA PUEBLA,PUEBLA,4,2,-1,-1,-1,5,2,1,2,2,2,60,1,3,6,-1,2,4,8,-1,-1,-1,-1,-1,-1,988888,98, ,2,6,2,2,2,-1,988888,1,2,21,1,148377,32162
 ,1103,20,286,1,004-1,18,39,19,33,54,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,3,3,3,2,3,2,4,1,tren,indocumentados,familia,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,muerte,2,1,17,11,8,9,9,8,8,9,9,8,9,9,8,9,8,8,9,esperanza,4,esperanza,4,999,99,99,3,3,3,3,3,3,3,2,-1,-1,-1,2,4,1,3,11,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,2,1,1,1,1,1,1,13,4,1,los dólares,11,abandonan el campo,2,1,9,1,1,9,2,4,4,1,1,3,1,1,2,1,97,97,3,4,2,2,4,1,3,2,1,3,2,3,1,1,1,1,1,1,2,1,8,2,3,1,2,3,3,18,11,2,4,3,3,4,5,23,6,1,3,5,5,5,5,1,2,2,2,2,2,-1,-1,-1,-1,-1,3,4,1,3,3,3,1,1,2,2,-1,29,SAN JUAN QUETZALCOAPAN,SAN JUAN QUETZALCOAPAN,3,2,-1,-1,-1,5,2,1,2,2,2,56,1,3,6,-1,2,2,8,-1,-1,-1,-1,-1,-1,8000,3, ,2,6,2,2,2,-1,5,1,4,43,3,40470,25304
 ,1104,19,25,284,039-6,11,43,12,23,40,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,4,4,4,1,4,4,4,4,98, , ,2,3,2,3,1,3,3,3,3,3,3,1,3,1,3,3,1,1,1,1,1,gente sin papeles,10,3,-1,-1,5,8,7,4,3,6,5,9,10,5,4,8,7,6,6,la frontera que esta al norte,1,la frontera al sur,1,31,8,11,1,1,1,3,1,3,3,2,-1,-1,-1,1,2,1,2,4,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,1,1,8,1,8,2,8,12,2,1,97,97,falta de mano de obra,2,2,2,8,1,1,2,1,1,1,1,2,1,2,3,1,adaptación,4,3,1,1,3,3,4,4,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,1,11,16,2,1,1,1,4,5,98,98,1,2,1,2,3,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,1,2,1,1,3,3,2,2,-1,19,SAN NICOLAS,SAN NICOLAS,3,2,-1,-1,-1,4,2,2,2,2,2,45,1,3,6,-1,2,1,1,7,2,3,2,999999,99,999999,99, ,2,5,2,1,1,999999,999999,1,3,32,2,53604,22131
 ,1105,23,4,1,051-3,14,23,14,45,22,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,3,3,4,3,3,4,4,4,4,los que vienen,papeles, ,2,3,3,3,2,3,3,2,3,3,3,1,1,1,1,1,3,1,1,1,3,extradición,6,3,-1,-1,10,7,7,6,5,10,9,8,6,5,7,8,7,6,6,división,1,división,1,50,4,99,1,1,1,3,1,1,3,2,-1,-1,-1,2,4,1,4,2,11,23,26,1,4,4,2,-1,-1,-1,2,-1,-1,1,1,1,1,3,3,3,22,6,1,económicamente,14,lejos de la familia,1,1,2,2,1,5,2,1,1,1,5,2,2,1,4,1,97,97,2,1,3,3,4,3,5,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,27,98,2,2,4,4,3,3,98,98,2,4,4,4,4,4,1,2,1,2,1,1,-1,7,-1,6,4,3,1,2,3,1,1,1,3,2,2,-1,23,SIVALCHEN,SIVALCHEN,5,2,-1,-1,-1,3,2,2,2,2,2,62,1,3,6,-1,2,4,8,-1,-1,-1,-1,-1,-1,4000,2, ,2,6,2,2,2,-1,3,1,4,41,1,17535,7798
 ,1106,26,18,334,133-2,11,34,12,1,27,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,2,3,3,2,3,4,1,98, , ,2,2,3,3,1,3,1,3,3,3,2,1,1,2,2,2,8,2,2,2,8,98,98,3,-1,-1,10,98,98,98,0,9,98,8,7,2,5,6,3,4,1,99,99,98,98,84,26,17,1,2,1,1,1,1,1,2,-1,-1,-1,2,4,1,3,10,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,1,3,3,1,1,1,1,18,2,1,económico,14,97,97,1,1,1,1,5,8,1,1,1,1,2,3,2,1,2,97,97,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,18,11,2,1,1,1,2,1,99,99,8,1,2,3,2,3,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,1,1,1,1,1,2,2,-1,26,SONORA GUAYMAS,GUAYMAS,0,2,-1,-1,-1,1,1,2,2,2,1,38,1,3,6,-1,2,2,6,-1,-1,-1,-1,-1,-1,988888,98, ,1,4,2,2,2,-1,988888,1,3,33,3,34660,13342
 ,1107,7,32,73,999-9,12,7,12,51,44,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,3,1,2,1,4,4,4,4,riesgo,peligro,pobreza,3,3,2,2,1,3,3,3,3,3,3,2,2,2,3,3,3,1,2,2,3,busca oportunidades,3,1,12,13,4,3,5,3,4,5,4,5,2,4,3,4,3,3,4,"corrupción, dolor esperanza",6,corrupción,6,34,21,11,1,3,2,3,1,1,2,2,-1,-1,-1,1,3,1,4,10,12,18,13,2,1,3,2,-1,-1,-1,2,-1,-1,3,2,1,1,2,2,1,12,2,1,los envíos de paga a la familia,11,la distancia,1,1,2,2,1,1,2,1,1,1,1,2,1,3,1,1,desigualdad,3,3,1,2,2,1,2,2,2,3,2,2,2,1,4,1,3,4,1,2,1,1,1,2,2,2,1,3,16,17,2,1,1,1,1,5,34,3,1,1,5,4,5,5,2,2,1,1,1,1,-1,4,5,6,6,1,9,9,1,2,2,3,3,2,2,-1,7,TAPACHULA,TAPACHULA,3,2,-1,-1,-1,5,2,2,2,2,1,29,1,3,6,-1,2,5,1,6,1,3,2,1200,1,2000,1, ,1,3,2,1,1,2,2,1,4,44,4,178828,67634
 ,1108,7,32,73,999-9,13,41,14,13,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,9,2,3,2,2,3,2,8,3,4,4,lugar,casas, ,3,3,5,4,2,3,2,2,3,3,3,2,2,2,3,2,2,2,2,3,3,ir a otro país,5,3,-1,-1,98,10,8,10,6,98,10,10,98,10,10,10,10,10,10,98,98,98,98,999,99,99,3,3,3,3,8,3,3,2,-1,-1,-1,2,4,6,2,1,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,3,3,3,3,3,2,3,24,1,1,97,97,97,97,1,1,1,8,3,3,1,1,1,1,2,1,2,1,1,97,97,2,2,3,2,2,3,2,2,8,2,2,2,2,1,2,2,2,2,3,2,3,2,2,2,2,3,2,21,11,2,2,3,3,2,3,29,5,1,3,8,8,8,8,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,3,3,2,2,2,2,2,2,2,-1,7,TAPACHULA,TAPACHULA,6,2,-1,-1,-1,5,1,2,2,2,1,62,1,3,6,-1,2,5,1,6,1,3,3,1500,2,3000,1, ,1,6,2,1,1,2,3,1,4,44,4,239968,67634
 ,1109,15,28,14,999-9,9,47,10,29,42,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,3,4,4,4,2,3,4,4,3,pobreza,desempleo,mojado,2,3,3,8,1,3,8,3,3,3,3,1,1,1,1,1,1,1,1,1,1,pollero,2,3,-1,-1,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,los policías,8,98,98,35,29,99,3,3,3,3,2,1,8,2,-1,-1,-1,3,4,1,4,6,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,1,8,8,1,1,2,2,12,2,1,los envíos de dólares,11,separación de familias,1,1,2,2,1,6,2,1,1,1,1,2,8,3,1,1,adaptación de vida,4,3,1,1,4,2,3,3,2,3,2,4,2,4,4,1,1,4,3,3,1,2,2,2,2,2,2,2,98,11,8,2,1,1,2,2,37,5,1,2,4,4,4,4,1,2,2,2,2,1,-1,-1,-1,-1,6,8,3,3,3,3,1,1,1,2,2,-1,15,TECAMA,TECAMA,3,2,-1,-1,-1,5,2,2,2,2,1,53,1,3,6,-1,1,1,1,6,1,3,1,500,1,1000,1, ,1,5,2,1,1,2,2,1,2,24,4,39125,16534
 ,1110,15,99,1,024-5,12,44,13,22,38,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,8,3,3,3,2,3,4,8,2,98, , ,8,8,8,8,8,3,3,3,3,8,3,1,1,1,8,8,3,1,1,1,8,98,98,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999,99,99,3,3,3,3,3,3,3,2,-1,-1,-1,2,4,9,1,2,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,2,8,8,1,1,3,3,98,98,1,98,98,98,98,1,2,8,1,8,2,1,1,1,1,2,3,8,1,1,97,97,8,8,8,8,8,8,8,2,3,2,8,2,8,8,8,8,8,2,2,8,8,8,3,3,3,8,8,98,98,8,1,1,1,1,3,98,98,1,1,8,8,8,8,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,8,4,1,8,1,8,3,2,2,-1,15,TEXCOCO,TEXCOCO,3,2,-1,-1,-1,5,2,2,2,2,2,67,1,3,6,-1,2,5,8,-1,-1,-1,-1,-1,-1,988888,98, ,2,7,2,2,1,-1,988888,1,2,21,1,17023,4068
 ,1111,21,184,2,999-9,17,42,18,12,30,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,3,3,1,2,2,3,3,3,3,ilegal,indocumentado, ,2,2,3,3,2,1,2,2,3,3,2,2,2,1,1,2,2,2,2,1,2,indocumentado,10,3,-1,-1,5,5,5,7,7,6,6,6,7,7,5,5,7,7,6,"miedo , temor",6,riesgo,6,999,99,99,1,2,2,1,1,1,3,9,-1,-1,-1,3,2,1,2,4,27,25,-1,6,5,-1,2,-1,-1,-1,2,-1,-1,2,2,2,1,1,3,2,17,6,1,97,97,97,97,2,9,9,9,2,1,3,3,3,3,2,1,2,2,2,97,97,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,2,1,1,3,3,2,2,3,3,2,98,98,2,3,2,2,4,3,99,99,1,2,2,3,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,1,1,2,1,1,2,2,-1,21,TLALCHINOL,TLALCHINOL,3,2,-1,-1,-1,2,2,2,2,2,1,52,1,3,6,-1,1,5,1,6,1,2,2,700,1,4000,1, ,1,5,2,1,1,2,3,1,1,14,4,47112,38257
 ,1112,21,184,2,999-9,18,17,18,44,27,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,2,2,3,3,3,2,2,3,ilegal,indocumentado, ,3,2,2,3,1,2,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,indocumentado,10,3,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,peligro,6,riesgo,6,18,7,99,2,2,1,3,2,2,2,2,-1,-1,-1,3,3,8,1,-1,11,-1,-1,1,-1,-1,2,-1,-1,-1,2,-1,-1,2,2,2,2,2,3,3,11,1,1,97,97,97,97,2,2,1,2,3,2,3,2,2,3,2,1,2,3,2,97,97,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,2,1,3,3,3,2,2,8,2,2,98,98,2,3,3,3,3,3,98,98,2,2,3,2,2,3,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,1,1,2,3,3,2,2,-1,21,TLALCHINOL,TLALCHINOL,2,2,-1,-1,-1,3,2,2,2,2,1,40,1,3,6,-1,2,1,1,4,4,2,1,200,1,5500,2, ,1,4,2,1,1,2,4,1,1,14,4,57234,38257
